epoch,time,train_loss,train_acc,val_loss,val_acc
1,92.8167335987091,0.5882679224014282,0.7269230769230769,0.5072299420833588,0.7384615384615385
2,92.08025240898132,0.39247824339305654,0.7423076923076923,0.5043567776679992,0.7384615384615385
3,92.33591079711914,0.3119976792265387,0.7423076923076923,0.5972816631197929,0.7384615384615385
4,92.45924997329712,0.24993933561970205,0.7673076923076924,0.6264356272295117,0.7384615384615385
5,91.84100937843323,0.2141068161410444,0.9403846153846154,0.6482513940893113,0.7461538461538462
6,90.44502806663513,0.15598733810817494,0.9923076923076923,0.6521522824652493,0.7615384615384615
7,90.80313563346863,0.09281807064133532,0.9961538461538462,0.6930598569102585,0.7615384615384615
8,91.05423641204834,0.04534294116584694,1.0,0.7166597715578973,0.7384615384615385
9,91.84503197669983,0.020743183627286377,1.0,0.6959449976682663,0.7461538461538462
10,92.72906017303467,0.01023213510565898,1.0,0.7234954518266022,0.7384615384615385
11,91.0897045135498,0.005891165846739621,1.0,0.7789942211471498,0.7538461538461538
12,92.85137629508972,0.0036157738170860443,1.0,0.7907421018229798,0.7538461538461538
13,91.99868130683899,0.006213374449597562,1.0,0.8077471843687818,0.7538461538461538
14,89.8399887084961,0.011013102207524592,0.9980769230769231,0.711124029639177,0.7230769230769231
15,90.18100690841675,0.01708680607707185,0.9961538461538462,0.8244133975356818,0.7153846153846154
16,91.6774582862854,0.04079906875952421,0.9923076923076923,1.0743357436171208,0.7846153846153846
17,91.32279014587402,0.033076487495290005,0.9923076923076923,1.2695502636546734,0.7384615384615385
18,90.65098595619202,0.023152231923578417,0.9903846153846154,1.1356700344374986,0.7461538461538462
19,91.65673518180847,0.0246374999611255,0.9923076923076923,0.8615531132672913,0.7153846153846154
20,90.69225907325745,0.020950043546583724,0.9923076923076923,1.0284100865930668,0.7153846153846154
21,89.67455625534058,0.019093355629593134,0.9980769230769231,0.8845604491070844,0.7153846153846154
22,90.68949699401855,0.016873927560963613,0.9980769230769231,0.9071616534609348,0.676923076923077
23,89.28857803344727,0.07878223475178375,0.9865384615384616,1.0889348928547407,0.7615384615384615
24,90.76665306091309,0.024696640841498533,0.9903846153846154,1.032376424531685,0.7230769230769231
25,91.50169491767883,0.020770154140122673,0.9961538461538462,0.989495011465624,0.7384615384615385
26,92.54390478134155,0.017135775497402337,0.9980769230769231,0.9366144860978238,0.7461538461538462
27,93.18558645248413,0.02321122888722183,0.9923076923076923,0.8358777747489512,0.6923076923076923
28,93.40278053283691,0.008222496253438294,1.0,0.8002871398726711,0.7153846153846154
29,93.30535554885864,0.004307109355816946,1.0,0.8621239438769408,0.7307692307692307
30,94.15177035331726,0.0041540797717650145,1.0,0.9715836252027656,0.7307692307692307
31,93.28842568397522,0.001898477624362225,1.0,0.9723259878053796,0.7153846153846154
32,93.13514399528503,0.013350449516164029,0.9961538461538462,1.0536853490717477,0.7461538461538462
33,92.1488151550293,0.018743190565146506,0.9961538461538462,1.246758913303529,0.7615384615384615
34,93.05475640296936,0.012379134344347916,0.9942307692307693,1.1661294210029154,0.7538461538461538
35,93.06641674041748,0.0016223818426677847,1.0,1.027808550476766,0.7153846153846154
36,89.88359022140503,0.0019045778488575975,1.0,0.9914328619255685,0.7230769230769231
37,93.60890889167786,0.001437183890683467,1.0,1.0456221602886218,0.7307692307692307
38,90.61061334609985,0.0009163272608181133,1.0,1.0439931625776808,0.7230769230769231
39,90.57799506187439,0.000851373073494281,1.0,1.0407673303343472,0.7307692307692307
40,92.28774881362915,0.0008969306706122178,1.0,1.076479880146144,0.7384615384615385
41,90.55972361564636,0.0007414222696645404,1.0,1.0376825300991186,0.7230769230769231
42,92.18663048744202,0.0006392290481872967,1.0,1.0653778691528715,0.7230769230769231
43,91.50416111946106,0.0015779516431982355,1.0,1.056589405077102,0.7153846153846154
44,91.2694194316864,0.0007506238847888787,1.0,1.010318127644132,0.7230769230769231
45,90.97586798667908,0.0020766495320404988,1.0,1.028508254274493,0.7230769230769231
46,91.67585229873657,0.00048503973041935005,1.0,1.0577236002267454,0.7
47,90.08662033081055,0.0007123783935265452,1.0,1.0770213165014866,0.7153846153846154
48,89.78670811653137,0.000609862054903608,1.0,1.0848710549238603,0.7076923076923077
49,91.55259156227112,0.03863605255387751,0.9980769230769231,1.158932542259572,0.7230769230769231
50,90.27000689506531,0.01142177588018753,0.9961538461538462,1.323748630462069,0.7307692307692307
51,89.81953883171082,0.008558713325970423,0.9961538461538462,1.3105779390250973,0.7153846153846154
52,90.48526048660278,0.020257748149828437,0.9942307692307693,1.3933563379197949,0.7307692307692307
53,92.8791286945343,0.03872527063974891,0.9884615384615385,1.3050694968110292,0.6846153846153846
54,91.8173394203186,0.07899014968151118,0.9807692307692307,0.999520071185907,0.7307692307692307
55,93.08231568336487,0.016918135409736457,0.9961538461538462,0.9415138563897927,0.7
56,91.64221334457397,0.01338824663338635,1.0,0.9841899920531432,0.7307692307692307
57,90.92167615890503,0.0038111665464170717,1.0,1.0151067554499604,0.676923076923077
58,90.79844117164612,0.014333457531927921,0.9980769230769231,1.0675800725904991,0.6692307692307692
59,90.60497832298279,0.04060442304334549,0.9903846153846154,1.0124330541642848,0.6692307692307692
60,90.87557983398438,0.039370251271654576,0.9923076923076923,1.0494985268967867,0.7076923076923077
61,92.00237703323364,0.00805733700775925,1.0,0.9788625289103947,0.6923076923076923
62,90.18990397453308,0.02880356351927142,0.9980769230769231,1.130949341149244,0.7
63,91.01834392547607,0.030172584879705134,0.9942307692307693,1.281888131358187,0.7076923076923077
64,92.28719520568848,0.01508301978602129,0.9961538461538462,1.0945588829450572,0.7153846153846154
65,91.58502388000488,0.007369937563506777,0.9980769230769231,1.0614205918493098,0.6846153846153846
66,90.585134267807,0.003377080086947364,1.0,1.1333965218060258,0.7
67,91.00290369987488,0.004001085418755846,1.0,1.1174838782371808,0.6846153846153846
68,90.63802289962769,0.0019927150475696717,1.0,1.1679458113372676,0.6923076923076923
69,90.24555206298828,0.019500630178406614,0.9980769230769231,1.2522195948578088,0.7153846153846154
70,89.59368920326233,0.003685361281146898,1.0,1.2664230758023678,0.7307692307692307
71,92.34813284873962,0.002536298493128818,1.0,1.111473261696301,0.7230769230769231
72,92.94121527671814,0.0007732526976135833,1.0,1.1072271443170394,0.7230769230769231
73,92.52976298332214,0.00654376092921559,0.9961538461538462,1.229337661147656,0.7076923076923077
74,92.28941202163696,0.0015778990363126948,1.0,1.2311274345031962,0.7230769230769231
75,91.44005823135376,0.003980764518286485,0.9980769230769231,1.1058559355042235,0.7
76,91.35572218894958,0.0009236317675779847,1.0,1.1584270431187178,0.676923076923077
77,92.02648186683655,0.0006962714756167878,1.0,1.1868455317606277,0.6846153846153846
78,90.60304188728333,0.0005962674220106291,1.0,1.2047002712075483,0.7
79,90.93359303474426,0.0006232757475706475,1.0,1.2206714265310439,0.6923076923076923
80,90.85091519355774,0.0007696631146245636,1.0,1.2095386838804187,0.7230769230769231
81,90.83280491828918,0.00047873871174969654,1.0,1.2581458909842695,0.7
82,92.55368375778198,0.00032313564074951606,1.0,1.2608017590964664,0.7
83,91.73652863502502,0.0003864211933379171,1.0,1.2852659207115722,0.7076923076923077
84,88.86688470840454,0.00045308219063479235,1.0,1.2922563200256263,0.7153846153846154
85,91.06023573875427,0.000397570309253163,1.0,1.2464576139258496,0.7
86,90.7154188156128,0.0002512237461975447,1.0,1.2524821874651024,0.7
87,91.40414452552795,0.000773363363216905,1.0,1.2713097603444112,0.7153846153846154
88,87.92020893096924,0.0005079171562957687,1.0,1.2325637596368324,0.7153846153846154
89,89.91102004051208,0.0003770245266958441,1.0,1.2710150656930637,0.7
90,91.7920093536377,0.0002585463668818942,1.0,1.258480671729376,0.7153846153846154
91,90.44818091392517,0.0002581033560786369,1.0,1.258944857615461,0.7153846153846154
92,90.38022255897522,0.029384513477613356,0.9980769230769231,1.3562373335599431,0.7230769230769231
93,90.26168370246887,0.04895791221197749,0.9846153846153847,1.4273688908995894,0.7076923076923077
94,91.94983887672424,0.021438535193310064,0.9942307692307693,1.3771166970600461,0.7076923076923077
95,91.58215522766113,0.01535420901799465,0.9980769230769231,1.269377398222423,0.7076923076923077
96,88.64875721931458,0.00785431096686379,0.9980769230769231,1.237143020730582,0.7
97,91.10490536689758,0.010368997998097363,0.9961538461538462,1.2940783686161013,0.6615384615384615
98,90.52055549621582,0.001961040687199463,1.0,1.3560616262497205,0.6923076923076923
99,92.30901789665222,0.0012525768949725555,1.0,1.3476105768098932,0.7
100,91.42920637130737,0.0036952300784725916,0.9980769230769231,1.1660985317561425,0.7153846153846154
